depnum,dep,Code,name,AbsExp,Exprimes,PourcentageExpIns,PourcentageExpVot,Code1,Candidat1,Voix1,Pourcentage1,Code2,Candidat2,Voix2,Pourcentage2,Code3,Candidat3,Voix3,Pourcentage3,RNExp,LREMExp,LRExp,EEVExp,FIExp,PSExp
40,Landes,40328,Vieux-Boucau-les-B.,41.4,953.0,55.5,94.8,27,Parti socialiste - Place Publique,249.0,26.1,5,Rassemblement National,203.0,21.3,11,Renaissance,177.0,18.6,4.9,18.6,5.5,3.8,5.2,26.1,
40,Landes,40330,Villenave,34.1,158.0,63.5,96.3,5,Rassemblement National,59.0,37.3,11,Renaissance,20.0,12.7,27,Parti socialiste - Place Publique,20.0,12.7,2.5,12.7,1.3,3.2,7.0,12.7,
40,Landes,40331,Villeneuve-de-M.,46.3,939.0,51.5,96.0,5,Rassemblement National,331.0,35.3,27,Parti socialiste - Place Publique,174.0,18.5,11,Renaissance,139.0,14.8,3.6,14.8,3.9,2.1,3.9,18.5,
40,Landes,40332,Ychoux,44.7,995.0,53.6,96.9,5,Rassemblement National,384.0,38.6,27,Parti socialiste - Place Publique,141.0,14.2,11,Renaissance,104.0,10.5,5.0,10.5,5.1,4.9,7.2,14.2,
40,Landes,40333,Ygos-Saint-Saturnin,46.0,531.0,50.5,93.5,5,Rassemblement National,188.0,35.4,27,Parti socialiste - Place Publique,78.0,14.7,11,Renaissance,68.0,12.8,5.1,12.8,4.0,1.7,4.0,14.7,
40,Landes,40334,Yzosse,40.5,163.0,56.0,94.2,5,Rassemblement National,41.0,25.2,11,Renaissance,29.0,17.8,27,Parti socialiste - Place Publique,23.0,14.1,5.5,17.8,4.3,2.5,7.4,14.1,
47,Lot-et-Garonne,47001,Agen,50.4,8733.0,47.8,96.4,5,Rassemblement National,2414.0,27.6,27,Parti socialiste - Place Publique,1377.0,15.8,11,Renaissance,1258.0,14.4,5.7,14.4,6.2,5.5,12.2,15.8,
47,Lot-et-Garonne,47002,Agmé,37.0,58.0,58.0,92.1,5,Rassemblement National,22.0,37.9,18,Les Républicains,11.0,19.0,11,Renaissance,8.0,13.8,10.3,13.8,19.0,1.7,1.7,5.2,
47,Lot-et-Garonne,47003,Agnac,36.2,206.0,61.7,96.7,5,Rassemblement National,89.0,43.2,11,Renaissance,24.0,11.7,3,Reconquête et CNIP,22.0,10.7,10.7,11.7,6.3,2.4,1.5,6.8,
47,Lot-et-Garonne,47004,Aiguillon,52.0,1248.0,45.8,95.3,5,Rassemblement National,476.0,38.1,4,La France insoumise,175.0,14.0,11,Renaissance,139.0,11.1,6.2,11.1,4.6,3.1,14.0,10.4,
47,Lot-et-Garonne,47005,Allemans-du-Dropt,37.1,230.0,60.5,96.2,5,Rassemblement National,77.0,33.5,11,Renaissance,41.0,17.8,27,Parti socialiste - Place Publique,29.0,12.6,5.7,17.8,7.4,0.4,4.8,12.6,
47,Lot-et-Garonne,47006,Allez-et-Cazeneuve,40.1,261.0,56.6,94.6,5,Rassemblement National,100.0,38.3,11,Renaissance,33.0,12.6,18,Les Républicains,24.0,9.2,5.0,12.6,9.2,2.7,7.3,8.8,
47,Lot-et-Garonne,47007,Allons,37.8,100.0,58.1,93.5,5,Rassemblement National,28.0,28.0,50,Résistons,19.0,19.0,4,La France insoumise,10.0,10.0,8.0,8.0,8.0,6.0,10.0,4.0,
47,Lot-et-Garonne,47008,Ambrus,41.7,47.0,56.0,95.9,5,Rassemblement National,14.0,29.8,27,Parti socialiste - Place Publique,5.0,10.6,33,Parti communiste français,5.0,10.6,8.5,8.5,6.4,6.4,2.1,10.6,
47,Lot-et-Garonne,47009,Andiran,37.4,132.0,59.5,95.0,5,Rassemblement National,40.0,30.3,27,Parti socialiste - Place Publique,16.0,12.1,18,Les Républicains,13.0,9.8,7.6,7.6,9.8,5.3,6.1,12.1,
47,Lot-et-Garonne,47010,Antagnac,36.5,99.0,59.3,93.4,5,Rassemblement National,39.0,39.4,11,Renaissance,14.0,14.1,50,Résistons,14.0,14.1,3.0,14.1,3.0,3.0,7.1,6.1,
47,Lot-et-Garonne,47011,Anthé,46.8,76.0,48.7,91.6,5,Rassemblement National,31.0,40.8,11,Renaissance,12.0,15.8,4,La France insoumise,7.0,9.2,3.9,15.8,1.3,3.9,9.2,9.2,
47,Lot-et-Garonne,47012,Anzex,39.7,142.0,58.7,97.3,5,Rassemblement National,58.0,40.8,27,Parti socialiste - Place Publique,20.0,14.1,11,Renaissance,12.0,8.5,4.9,8.5,7.7,2.1,3.5,14.1,
47,Lot-et-Garonne,47013,Argenton,38.1,173.0,59.5,96.1,5,Rassemblement National,73.0,42.2,11,Renaissance,18.0,10.4,50,Résistons,14.0,8.1,5.8,10.4,3.5,5.2,4.0,7.5,
47,Lot-et-Garonne,47014,Armillac,37.3,99.0,61.5,98.0,5,Rassemblement National,50.0,50.5,50,Résistons,9.0,9.1,6,Les Écologistes-EELV,7.0,7.1,5.1,6.1,2.0,7.1,6.1,3.0,
47,Lot-et-Garonne,47015,Astaffort,46.3,817.0,51.5,95.9,5,Rassemblement National,284.0,34.8,27,Parti socialiste - Place Publique,109.0,13.3,11,Renaissance,103.0,12.6,6.2,12.6,7.5,4.4,5.8,13.3,
47,Lot-et-Garonne,47016,Aubiac,40.0,571.0,58.4,97.4,5,Rassemblement National,227.0,39.8,11,Renaissance,68.0,11.9,27,Parti socialiste - Place Publique,68.0,11.9,5.8,11.9,5.6,7.0,3.5,11.9,
47,Lot-et-Garonne,47017,Auradou,37.9,176.0,58.5,94.1,5,Rassemblement National,74.0,42.0,27,Parti socialiste - Place Publique,22.0,12.5,11,Renaissance,16.0,9.1,5.1,9.1,8.5,0.6,4.5,12.5,
47,Lot-et-Garonne,47018,Auriac-s/ Dropt,35.8,78.0,58.2,90.7,5,Rassemblement National,21.0,26.9,27,Parti socialiste - Place Publique,15.0,19.2,11,Renaissance,11.0,14.1,7.7,14.1,9.0,1.3,2.6,19.2,
47,Lot-et-Garonne,47019,Bajamont,37.3,475.0,59.2,94.4,5,Rassemblement National,163.0,34.3,27,Parti socialiste - Place Publique,71.0,14.9,11,Renaissance,45.0,9.5,5.7,9.5,5.5,5.7,7.8,14.9,
47,Lot-et-Garonne,47020,Baleyssagues,23.8,111.0,73.5,96.5,5,Rassemblement National,37.0,33.3,27,Parti socialiste - Place Publique,26.0,23.4,50,Résistons,9.0,8.1,4.5,7.2,5.4,5.4,5.4,23.4,
47,Lot-et-Garonne,47021,Barbaste,38.5,695.0,58.6,95.3,5,Rassemblement National,279.0,40.1,27,Parti socialiste - Place Publique,80.0,11.5,11,Renaissance,66.0,9.5,6.2,9.5,3.7,3.7,6.2,11.5,
47,Lot-et-Garonne,47022,Bazens,42.0,221.0,55.5,95.7,5,Rassemblement National,84.0,38.0,4,La France insoumise,27.0,12.2,11,Renaissance,24.0,10.9,5.9,10.9,4.1,8.6,12.2,4.5,
47,Lot-et-Garonne,47023,Beaugas,40.6,134.0,58.5,98.5,5,Rassemblement National,43.0,32.1,18,Les Républicains,23.0,17.2,11,Renaissance,20.0,14.9,2.2,14.9,17.2,4.5,9.0,8.2,
47,Lot-et-Garonne,47024,Beaupuy,39.7,780.0,58.0,96.2,5,Rassemblement National,353.0,45.3,27,Parti socialiste - Place Publique,98.0,12.6,11,Renaissance,85.0,10.9,6.7,10.9,3.6,3.2,6.5,12.6,
47,Lot-et-Garonne,47025,Beauville,38.1,224.0,59.3,95.7,5,Rassemblement National,67.0,29.9,27,Parti socialiste - Place Publique,33.0,14.7,3,Reconquête et CNIP,21.0,9.4,9.4,8.5,4.0,5.8,7.6,14.7,
47,Lot-et-Garonne,47026,Beauziac,41.7,110.0,57.3,98.2,5,Rassemblement National,32.0,29.1,11,Renaissance,20.0,18.2,3,Reconquête et CNIP,13.0,11.8,11.8,18.2,2.7,3.6,7.3,11.8,
47,Lot-et-Garonne,47027,Bias,50.9,1168.0,47.0,95.8,5,Rassemblement National,480.0,41.1,11,Renaissance,146.0,12.5,4,La France insoumise,128.0,11.0,5.7,12.5,4.8,3.0,11.0,10.1,
47,Lot-et-Garonne,47028,Birac-sur-Trec,39.2,350.0,58.1,95.6,5,Rassemblement National,154.0,44.0,11,Renaissance,41.0,11.7,27,Parti socialiste - Place Publique,40.0,11.4,8.9,11.7,6.6,1.4,2.9,11.4,
47,Lot-et-Garonne,47029,Blanquefort-s/ Briol.,40.6,237.0,57.7,97.1,5,Rassemblement National,80.0,33.8,27,Parti socialiste - Place Publique,47.0,19.8,50,Résistons,20.0,8.4,5.5,7.2,3.4,6.3,5.5,19.8,
47,Lot-et-Garonne,47030,Blaymont,30.3,124.0,67.0,96.1,5,Rassemblement National,53.0,42.7,11,Renaissance,17.0,13.7,50,Résistons,15.0,12.1,6.5,13.7,5.6,3.2,3.2,8.9,
47,Lot-et-Garonne,47031,Boé,40.6,2142.0,56.8,95.7,5,Rassemblement National,852.0,39.8,27,Parti socialiste - Place Publique,271.0,12.7,11,Renaissance,260.0,12.1,6.1,12.1,4.4,2.7,10.0,12.7,
47,Lot-et-Garonne,47032,Bon-Encontre,42.2,2765.0,55.1,95.4,5,Rassemblement National,1054.0,38.1,11,Renaissance,362.0,13.1,27,Parti socialiste - Place Publique,350.0,12.7,5.1,13.1,6.1,4.8,7.1,12.7,
47,Lot-et-Garonne,47033,Boudy-Beauregard,47.5,147.0,49.5,94.2,5,Rassemblement National,46.0,31.3,27,Parti socialiste - Place Publique,23.0,15.6,11,Renaissance,19.0,12.9,6.1,12.9,5.4,2.0,5.4,15.6,
47,Lot-et-Garonne,47034,Bouglon,43.2,264.0,55.9,98.5,5,Rassemblement National,120.0,45.5,3,Reconquête et CNIP,24.0,9.1,27,Parti socialiste - Place Publique,22.0,8.3,9.1,7.2,7.6,4.9,4.5,8.3,
47,Lot-et-Garonne,47035,Bourgougnague,36.7,122.0,61.3,96.8,5,Rassemblement National,46.0,37.7,11,Renaissance,31.0,25.4,27,Parti socialiste - Place Publique,12.0,9.8,3.3,25.4,5.7,1.6,4.9,9.8,
47,Lot-et-Garonne,47036,Bourlens,39.3,159.0,53.9,88.8,5,Rassemblement National,62.0,39.0,27,Parti socialiste - Place Publique,23.0,14.5,11,Renaissance,20.0,12.6,3.8,12.6,8.8,3.8,3.8,14.5,
47,Lot-et-Garonne,47037,Bournel,29.0,116.0,68.6,96.7,5,Rassemblement National,52.0,44.8,27,Parti socialiste - Place Publique,13.0,11.2,11,Renaissance,12.0,10.3,6.0,10.3,3.4,2.6,1.7,11.2,
47,Lot-et-Garonne,47038,Bourran,41.3,250.0,55.2,94.0,5,Rassemblement National,105.0,42.0,11,Renaissance,33.0,13.2,50,Résistons,26.0,10.4,7.2,13.2,6.4,2.0,3.6,6.4,
47,Lot-et-Garonne,47039,Boussès,33.3,28.0,66.7,100.0,5,Rassemblement National,11.0,39.3,27,Parti socialiste - Place Publique,11.0,39.3,50,Résistons,2.0,7.1,3.6,0.0,0.0,3.6,3.6,39.3,
47,Lot-et-Garonne,47040,Brax,35.1,950.0,63.0,97.0,5,Rassemblement National,396.0,41.7,11,Renaissance,153.0,16.1,27,Parti socialiste - Place Publique,132.0,13.9,2.9,16.1,5.7,3.6,4.8,13.9,
47,Lot-et-Garonne,47041,Bruch,40.2,310.0,57.2,95.7,5,Rassemblement National,123.0,39.7,11,Renaissance,39.0,12.6,50,Résistons,35.0,11.3,5.2,12.6,7.7,1.9,4.5,7.4,
47,Lot-et-Garonne,47042,Brugnac,37.3,94.0,61.4,97.9,5,Rassemblement National,34.0,36.2,11,Renaissance,16.0,17.0,4,La France insoumise,9.0,9.6,4.3,17.0,8.5,4.3,9.6,8.5,
47,Lot-et-Garonne,47043,Buzet-sur-Baïse,50.2,426.0,47.2,94.9,5,Rassemblement National,172.0,40.4,11,Renaissance,46.0,10.8,27,Parti socialiste - Place Publique,46.0,10.8,7.0,10.8,4.7,3.1,6.3,10.8,
47,Lot-et-Garonne,47044,Cahuzac,31.6,151.0,64.5,94.4,5,Rassemblement National,63.0,41.7,11,Renaissance,14.0,9.3,50,Résistons,14.0,9.3,7.3,9.3,4.0,1.3,3.3,8.6,
47,Lot-et-Garonne,47045,Calignac,32.2,265.0,64.2,94.6,5,Rassemblement National,97.0,36.6,27,Parti socialiste - Place Publique,41.0,15.5,11,Renaissance,27.0,10.2,4.9,10.2,6.8,5.3,3.4,15.5,
47,Lot-et-Garonne,47046,Calonges,45.1,228.0,51.1,93.1,5,Rassemblement National,119.0,52.2,11,Renaissance,23.0,10.1,27,Parti socialiste - Place Publique,18.0,7.9,6.1,10.1,4.4,1.8,3.1,7.9,
47,Lot-et-Garonne,47047,Cambes,36.0,70.0,61.4,95.9,5,Rassemblement National,26.0,37.1,11,Renaissance,9.0,12.9,18,Les Républicains,7.0,10.0,1.4,12.9,10.0,5.7,1.4,10.0,
47,Lot-et-Garonne,47048,Cancon,44.5,492.0,52.8,95.2,5,Rassemblement National,220.0,44.7,11,Renaissance,60.0,12.2,27,Parti socialiste - Place Publique,45.0,9.1,5.3,12.2,5.3,4.9,4.3,9.1,
47,Lot-et-Garonne,47049,Casseneuil,49.2,841.0,49.1,96.6,5,Rassemblement National,309.0,36.7,11,Renaissance,117.0,13.9,4,La France insoumise,103.0,12.2,6.4,13.9,6.1,2.5,12.2,10.5,
47,Lot-et-Garonne,47050,Cassignas,39.4,58.0,55.8,92.1,5,Rassemblement National,14.0,24.1,3,Reconquête et CNIP,8.0,13.8,11,Renaissance,7.0,12.1,13.8,12.1,6.9,6.9,3.4,12.1,
47,Lot-et-Garonne,47051,Castelculier,38.3,950.0,58.2,94.2,5,Rassemblement National,399.0,42.0,11,Renaissance,114.0,12.0,27,Parti socialiste - Place Publique,114.0,12.0,4.6,12.0,5.5,3.7,7.7,12.0,
47,Lot-et-Garonne,47052,Casteljaloux,45.7,1939.0,52.0,95.8,5,Rassemblement National,763.0,39.4,11,Renaissance,275.0,14.2,27,Parti socialiste - Place Publique,196.0,10.1,5.9,14.2,5.4,2.3,4.7,10.1,
47,Lot-et-Garonne,47053,Castella,41.5,158.0,52.8,90.3,5,Rassemblement National,52.0,32.9,27,Parti socialiste - Place Publique,18.0,11.4,11,Renaissance,17.0,10.8,7.6,10.8,7.6,5.1,5.1,11.4,
47,Lot-et-Garonne,47054,Castelmoron-s/ Lot,45.8,640.0,52.2,96.2,5,Rassemblement National,249.0,38.9,11,Renaissance,79.0,12.3,27,Parti socialiste - Place Publique,69.0,10.8,5.6,12.3,6.6,3.9,7.3,10.8,
47,Lot-et-Garonne,47056,Castelnau-s/ Gupie,40.3,427.0,57.2,95.7,5,Rassemblement National,182.0,42.6,27,Parti socialiste - Place Publique,50.0,11.7,11,Renaissance,34.0,8.0,6.1,8.0,6.8,6.6,4.0,11.7,
47,Lot-et-Garonne,47055,Castelnaud-Gratec.,33.4,239.0,62.9,94.5,5,Rassemblement National,107.0,44.8,11,Renaissance,34.0,14.2,50,Résistons,25.0,10.5,7.1,14.2,7.1,0.4,3.8,4.6,
47,Lot-et-Garonne,47057,Castillonnès,45.2,458.0,52.6,96.0,5,Rassemblement National,164.0,35.8,11,Renaissance,77.0,16.8,27,Parti socialiste - Place Publique,50.0,10.9,6.3,16.8,7.0,3.9,4.4,10.9,
47,Lot-et-Garonne,47058,Caubeyres,46.5,99.0,50.0,93.4,5,Rassemblement National,39.0,39.4,27,Parti socialiste - Place Publique,21.0,21.2,11,Renaissance,15.0,15.2,3.0,15.2,4.0,0.0,4.0,21.2,
47,Lot-et-Garonne,47059,Caubon-St-Sauveur,30.4,117.0,64.6,92.9,5,Rassemblement National,49.0,41.9,11,Renaissance,19.0,16.2,3,Reconquête et CNIP,12.0,10.3,10.3,16.2,2.6,1.7,2.6,7.7,
47,Lot-et-Garonne,47060,Caudecoste,40.7,434.0,55.9,94.1,5,Rassemblement National,215.0,49.5,11,Renaissance,54.0,12.4,27,Parti socialiste - Place Publique,44.0,10.1,4.4,12.4,5.3,2.8,1.6,10.1,
47,Lot-et-Garonne,47061,Caumont--s/ Gar.,43.1,300.0,53.4,93.8,5,Rassemblement National,149.0,49.7,11,Renaissance,26.0,8.7,27,Parti socialiste - Place Publique,21.0,7.0,4.7,8.7,5.3,4.7,4.0,7.0,
47,Lot-et-Garonne,47062,Cauzac,32.0,212.0,65.8,96.8,5,Rassemblement National,98.0,46.2,27,Parti socialiste - Place Publique,20.0,9.4,50,Résistons,19.0,9.0,6.6,5.7,5.7,3.8,5.2,9.4,
47,Lot-et-Garonne,47063,Cavarc,38.7,66.0,55.5,90.4,5,Rassemblement National,24.0,36.4,11,Renaissance,13.0,19.7,50,Résistons,9.0,13.6,3.0,19.7,3.0,6.1,3.0,6.1,
47,Lot-et-Garonne,47064,Cazideroque,33.5,125.0,63.5,95.4,5,Rassemblement National,38.0,30.4,11,Renaissance,21.0,16.8,27,Parti socialiste - Place Publique,21.0,16.8,4.8,16.8,8.8,3.2,2.4,16.8,
47,Lot-et-Garonne,47065,Clairac,43.7,889.0,53.2,94.5,5,Rassemblement National,366.0,41.2,27,Parti socialiste - Place Publique,111.0,12.5,11,Renaissance,109.0,12.3,5.8,12.3,5.7,3.0,6.0,12.5,
47,Lot-et-Garonne,47066,Clermont-Dessous,44.8,319.0,51.4,93.0,5,Rassemblement National,113.0,35.4,11,Renaissance,50.0,15.7,27,Parti socialiste - Place Publique,31.0,9.7,3.8,15.7,6.9,3.4,9.1,9.7,
47,Lot-et-Garonne,47067,Clermont-Soubiran,38.6,195.0,57.5,93.8,5,Rassemblement National,95.0,48.7,27,Parti socialiste - Place Publique,24.0,12.3,11,Renaissance,22.0,11.3,9.2,11.3,4.6,1.5,2.1,12.3,
47,Lot-et-Garonne,47068,Cocumont,43.5,456.0,53.6,94.8,5,Rassemblement National,181.0,39.7,11,Renaissance,53.0,11.6,27,Parti socialiste - Place Publique,43.0,9.4,8.3,11.6,4.8,4.4,5.3,9.4,
47,Lot-et-Garonne,47069,Colayrac-Saint-Cirq,43.6,1186.0,53.8,95.3,5,Rassemblement National,484.0,40.8,11,Renaissance,154.0,13.0,27,Parti socialiste - Place Publique,105.0,8.9,6.4,13.0,5.5,3.3,8.3,8.9,
47,Lot-et-Garonne,47070,Condezaygues,38.9,395.0,57.7,94.5,5,Rassemblement National,184.0,46.6,27,Parti socialiste - Place Publique,48.0,12.2,11,Renaissance,42.0,10.6,5.8,10.6,3.5,2.8,3.8,12.2,
47,Lot-et-Garonne,47071,Coulx,31.6,114.0,66.7,97.4,5,Rassemblement National,62.0,54.4,50,Résistons,16.0,14.0,18,Les Républicains,11.0,9.6,5.3,2.6,9.6,2.6,0.9,7.0,
47,Lot-et-Garonne,47072,Courbiac,35.1,61.0,62.9,96.8,5,Rassemblement National,25.0,41.0,50,Résistons,7.0,11.5,11,Renaissance,6.0,9.8,1.6,9.8,6.6,3.3,4.9,4.9,
47,Lot-et-Garonne,47073,Cours,34.1,107.0,62.9,95.5,5,Rassemblement National,44.0,41.1,6,Les Écologistes-EELV,12.0,11.2,11,Renaissance,9.0,8.4,4.7,8.4,3.7,11.2,3.7,8.4,
47,Lot-et-Garonne,47074,Couthures-s/ Gar.,38.0,144.0,59.5,96.0,5,Rassemblement National,67.0,46.5,11,Renaissance,27.0,18.8,4,La France insoumise,12.0,8.3,2.8,18.8,6.9,1.4,8.3,5.6,
47,Lot-et-Garonne,47076,Cuq,43.1,146.0,54.3,95.4,5,Rassemblement National,52.0,35.6,27,Parti socialiste - Place Publique,20.0,13.7,11,Renaissance,18.0,12.3,7.5,12.3,6.2,4.8,0.7,13.7,
47,Lot-et-Garonne,47077,Cuzorn,38.9,419.0,58.3,95.4,5,Rassemblement National,168.0,40.1,11,Renaissance,53.0,12.6,27,Parti socialiste - Place Publique,47.0,11.2,5.5,12.6,2.9,2.9,4.8,11.2,
47,Lot-et-Garonne,47078,Damazan,46.5,464.0,51.2,95.7,5,Rassemblement National,206.0,44.4,27,Parti socialiste - Place Publique,51.0,11.0,3,Reconquête et CNIP,37.0,8.0,8.0,6.9,5.4,0.9,7.1,11.0,
47,Lot-et-Garonne,47079,Dausse,46.6,199.0,51.6,96.6,5,Rassemblement National,75.0,37.7,11,Renaissance,25.0,12.6,27,Parti socialiste - Place Publique,21.0,10.6,4.5,12.6,6.0,4.0,5.5,10.6,
47,Lot-et-Garonne,47080,Dévillac,36.9,76.0,58.5,92.7,5,Rassemblement National,25.0,32.9,27,Parti socialiste - Place Publique,10.0,13.2,50,Résistons,9.0,11.8,3.9,6.6,6.6,6.6,7.9,13.2,
47,Lot-et-Garonne,47081,Dolmayrac,39.4,334.0,58.3,96.3,5,Rassemblement National,140.0,41.9,27,Parti socialiste - Place Publique,33.0,9.9,11,Renaissance,32.0,9.6,9.3,9.6,3.3,6.9,4.2,9.9,
47,Lot-et-Garonne,47082,Dondas,33.9,108.0,62.1,93.9,5,Rassemblement National,40.0,37.0,11,Renaissance,15.0,13.9,27,Parti socialiste - Place Publique,12.0,11.1,9.3,13.9,7.4,2.8,8.3,11.1,
47,Lot-et-Garonne,47083,Doudrac,27.0,54.0,73.0,100.0,5,Rassemblement National,19.0,35.2,3,Reconquête et CNIP,9.0,16.7,27,Parti socialiste - Place Publique,6.0,11.1,16.7,9.3,1.9,1.9,9.3,11.1,
47,Lot-et-Garonne,47084,Douzains,38.4,92.0,56.1,91.1,5,Rassemblement National,31.0,33.7,11,Renaissance,16.0,17.4,27,Parti socialiste - Place Publique,9.0,9.8,7.6,17.4,8.7,4.3,4.3,9.8,
47,Lot-et-Garonne,47085,Durance,34.8,145.0,63.9,98.0,5,Rassemblement National,76.0,52.4,27,Parti socialiste - Place Publique,16.0,11.0,3,Reconquête et CNIP,13.0,9.0,9.0,6.2,0.7,0.7,0.0,11.0,
47,Lot-et-Garonne,47086,Duras,41.0,468.0,56.2,95.3,5,Rassemblement National,141.0,30.1,11,Renaissance,81.0,17.3,27,Parti socialiste - Place Publique,54.0,11.5,6.0,17.3,9.4,3.6,6.4,11.5,
47,Lot-et-Garonne,47087,Engayrac,36.2,80.0,61.5,96.4,5,Rassemblement National,26.0,32.5,11,Renaissance,14.0,17.5,4,La France insoumise,11.0,13.8,0.0,17.5,1.2,2.5,13.8,13.8,
47,Lot-et-Garonne,47088,Escassefort,43.0,270.0,55.0,96.4,5,Rassemblement National,116.0,43.0,11,Renaissance,30.0,11.1,27,Parti socialiste - Place Publique,30.0,11.1,8.5,11.1,5.6,4.4,4.1,11.1,
47,Lot-et-Garonne,47089,Esclottes,30.2,84.0,65.1,93.3,5,Rassemblement National,25.0,29.8,27,Parti socialiste - Place Publique,16.0,19.0,3,Reconquête et CNIP,8.0,9.5,9.5,9.5,6.0,4.8,3.6,19.0,
47,Lot-et-Garonne,47090,Espiens,32.2,180.0,65.9,97.3,5,Rassemblement National,74.0,41.1,11,Renaissance,17.0,9.4,27,Parti socialiste - Place Publique,17.0,9.4,6.7,9.4,8.3,2.2,6.1,9.4,
47,Lot-et-Garonne,47091,Estillac,38.9,1096.0,59.2,96.9,5,Rassemblement National,512.0,46.7,11,Renaissance,122.0,11.1,27,Parti socialiste - Place Publique,95.0,8.7,5.7,11.1,5.9,3.5,6.0,8.7,
47,Lot-et-Garonne,47092,Fals,32.2,214.0,65.6,96.8,5,Rassemblement National,94.0,43.9,11,Renaissance,25.0,11.7,27,Parti socialiste - Place Publique,19.0,8.9,5.6,11.7,3.7,4.2,4.7,8.9,
47,Lot-et-Garonne,47093,Fargues-sur-Ourbise,36.1,173.0,58.4,91.5,5,Rassemblement National,68.0,39.3,11,Renaissance,25.0,14.5,27,Parti socialiste - Place Publique,24.0,13.9,4.6,14.5,5.8,0.6,6.4,13.9,
47,Lot-et-Garonne,47094,Fauguerolles,42.2,266.0,56.1,97.1,5,Rassemblement National,124.0,46.6,11,Renaissance,29.0,10.9,4,La France insoumise,23.0,8.6,4.1,10.9,6.0,1.9,8.6,7.5,
47,Lot-et-Garonne,47095,Fauillet,40.6,333.0,55.1,92.8,5,Rassemblement National,155.0,46.5,11,Renaissance,36.0,10.8,27,Parti socialiste - Place Publique,36.0,10.8,5.1,10.8,3.6,2.1,6.0,10.8,
47,Lot-et-Garonne,47096,Ferrensac,44.4,90.0,52.6,94.7,5,Rassemblement National,33.0,36.7,27,Parti socialiste - Place Publique,10.0,11.1,50,Résistons,10.0,11.1,2.2,8.9,7.8,1.1,7.8,11.1,
47,Lot-et-Garonne,47097,Feugarolles,47.1,336.0,50.9,96.3,5,Rassemblement National,146.0,43.5,11,Renaissance,41.0,12.2,50,Résistons,36.0,10.7,5.4,12.2,3.9,2.1,6.2,6.8,
47,Lot-et-Garonne,47098,Fieux,41.8,168.0,56.6,97.1,5,Rassemblement National,71.0,42.3,11,Renaissance,22.0,13.1,18,Les Républicains,16.0,9.5,8.9,13.1,9.5,1.2,1.8,9.5,
47,Lot-et-Garonne,47099,Fongrave,39.0,261.0,57.2,93.9,5,Rassemblement National,92.0,35.2,27,Parti socialiste - Place Publique,38.0,14.6,11,Renaissance,27.0,10.3,5.7,10.3,2.3,3.8,8.4,14.6,
47,Lot-et-Garonne,47100,Foulayronnes,40.2,2521.0,58.0,97.1,5,Rassemblement National,822.0,32.6,11,Renaissance,393.0,15.6,27,Parti socialiste - Place Publique,368.0,14.6,6.1,15.6,6.4,4.2,7.4,14.6,
47,Lot-et-Garonne,47101,Fourques-s/ Gar.,39.1,570.0,57.2,93.9,5,Rassemblement National,253.0,44.4,11,Renaissance,69.0,12.1,27,Parti socialiste - Place Publique,56.0,9.8,4.6,12.1,7.2,2.3,5.1,9.8,
47,Lot-et-Garonne,47102,Francescas,37.5,307.0,58.4,93.3,5,Rassemblement National,123.0,40.1,11,Renaissance,36.0,11.7,18,Les Républicains,28.0,9.1,8.8,11.7,9.1,1.6,3.9,9.1,
47,Lot-et-Garonne,47103,Fréchou,39.6,104.0,54.2,89.7,5,Rassemblement National,42.0,40.4,11,Renaissance,18.0,17.3,27,Parti socialiste - Place Publique,7.0,6.7,4.8,17.3,4.8,3.8,4.8,6.7,
47,Lot-et-Garonne,47104,Frégimont,28.4,111.0,65.7,91.7,5,Rassemblement National,42.0,37.8,27,Parti socialiste - Place Publique,16.0,14.4,11,Renaissance,10.0,9.0,2.7,9.0,3.6,3.6,4.5,14.4,
47,Lot-et-Garonne,47105,Frespech,35.7,136.0,59.1,91.9,5,Rassemblement National,49.0,36.0,27,Parti socialiste - Place Publique,19.0,14.0,11,Renaissance,16.0,11.8,4.4,11.8,4.4,2.2,6.6,14.0,
47,Lot-et-Garonne,47106,Fumel,53.4,1581.0,43.8,94.0,5,Rassemblement National,620.0,39.2,27,Parti socialiste - Place Publique,192.0,12.1,11,Renaissance,161.0,10.2,6.2,10.2,5.6,2.5,8.4,12.1,
47,Lot-et-Garonne,47107,Galapian,39.2,162.0,59.3,97.6,5,Rassemblement National,77.0,47.5,27,Parti socialiste - Place Publique,23.0,14.2,33,Parti communiste français,16.0,9.9,7.4,4.3,2.5,3.7,3.7,14.2,
47,Lot-et-Garonne,47108,Gaujac,49.2,88.0,48.1,94.6,5,Rassemblement National,34.0,38.6,11,Renaissance,18.0,20.5,3,Reconquête et CNIP,7.0,8.0,8.0,20.5,5.7,0.0,0.0,6.8,
47,Lot-et-Garonne,47109,Gavaudun,38.0,144.0,58.8,94.7,5,Rassemblement National,50.0,34.7,27,Parti socialiste - Place Publique,25.0,17.4,50,Résistons,12.0,8.3,6.9,6.9,4.2,4.2,6.2,17.4,
47,Lot-et-Garonne,47110,Gontaud-de-Nog.,41.4,686.0,55.0,93.8,5,Rassemblement National,308.0,44.9,11,Renaissance,79.0,11.5,3,Reconquête et CNIP,65.0,9.5,9.5,11.5,5.7,2.2,3.5,8.0,
